srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,dscp,firstTime,flast,blast,class
192.168.4.118,4813,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321652,1276321652,1276321653,normal
192.168.4.118,4814,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321653,1276321654,1276321654,normal
192.168.4.118,4815,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321654,1276321654,1276321654,normal
192.168.4.121,52062,65.54.81.165,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321640,1276321655,1276321643,normal
192.168.4.118,4816,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321655,1276321656,1276321656,normal
192.168.4.118,4817,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321656,1276321656,1276321656,normal
192.168.4.118,4819,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321657,1276321658,1276321658,normal
192.168.4.118,4820,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321659,1276321659,1276321659,normal
192.168.4.118,4821,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321659,1276321660,1276321660,normal
192.168.4.118,4822,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321661,1276321661,1276321661,normal
192.168.4.118,4823,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321661,1276321662,1276321662,normal
192.168.1.105,16857,192.168.5.122,110,6,8,367,15,752,40,45,55,5,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,15,752,4,10,0,0,328,616,0,1276321663,1276321663,1276321663,normal
192.168.4.118,4825,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321663,1276321663,1276321664,normal
192.168.2.113,4858,216.185.43.230,80,6,11,534,14,15729,40,48,126,25,40,1123,1500,632,0,10,100,31,0,7,100,27,101,101,101,101,0,0,0,0,0,11,534,14,15729,1,1,0,0,448,568,0,1276321563,1276321664,1276321664,normal
192.168.4.118,4826,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321664,1276321665,1276321665,normal
192.168.4.118,4827,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321665,1276321665,1276321666,normal
192.168.4.118,4828,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321666,1276321667,1276321667,normal
192.168.4.118,4829,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321667,1276321667,1276321667,normal
192.168.4.118,4831,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321668,1276321669,1276321669,normal
192.168.4.121,52063,65.54.81.121,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321655,1276321670,1276321658,normal
192.168.4.118,4832,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321670,1276321670,1276321671,normal
192.168.4.118,4833,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321670,1276321671,1276321671,normal
192.168.4.118,4834,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321672,1276321672,1276321672,normal
192.168.4.118,4835,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321672,1276321673,1276321673,normal
192.168.4.118,4836,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321674,1276321674,1276321674,normal
192.168.4.118,4837,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321674,1276321674,1276321675,normal
192.168.4.118,4838,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321675,1276321676,1276321676,normal
192.168.4.118,4839,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321676,1276321676,1276321677,normal
192.168.4.118,4840,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321677,1276321678,1276321678,normal
192.168.4.118,4841,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321678,1276321678,1276321678,normal
192.168.4.118,4842,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321679,1276321679,1276321680,normal
192.168.4.118,4843,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321679,1276321680,1276321680,normal
192.168.4.118,4844,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321681,1276321681,1276321681,normal
192.168.4.118,4845,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321681,1276321682,1276321682,normal
192.168.4.120,3105,192.168.5.122,110,6,8,369,17,872,40,46,56,6,40,51,60,7,0,0,3,1,0,0,3,0,3,3,3,3,0,0,0,0,0,8,369,17,872,4,12,0,0,328,696,0,1276321680,1276321683,1276321683,normal
192.168.4.118,4847,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321683,1276321684,1276321684,normal
192.168.4.121,52064,65.54.81.46,80,6,6,848,4,337,40,141,636,242,40,84,205,80,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,337,1,1,0,0,252,172,0,1276321670,1276321685,1276321673,normal
192.168.4.118,4848,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321685,1276321685,1276321685,normal
192.168.4.118,4849,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321685,1276321685,1276321686,normal
192.168.4.118,4850,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321686,1276321687,1276321687,normal
192.168.4.118,4851,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321687,1276321687,1276321688,normal
192.168.4.118,4852,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321688,1276321689,1276321689,normal
192.168.4.118,4853,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321689,1276321689,1276321689,normal
192.168.4.118,4855,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321691,1276321691,1276321691,normal
192.168.4.118,4856,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321692,1276321692,1276321693,normal
192.168.4.118,4857,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321692,1276321693,1276321693,normal
192.168.4.118,4858,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321695,1276321696,1276321696,normal
192.168.4.118,4859,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321696,1276321696,1276321697,normal
192.168.4.118,4860,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321698,1276321698,1276321698,normal
192.168.4.118,4861,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321698,1276321699,1276321699,normal
192.168.4.121,52065,65.54.81.44,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321685,1276321700,1276321688,normal
192.168.4.118,4863,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321700,1276321701,1276321701,normal
192.168.4.118,4864,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321702,1276321702,1276321702,normal
192.168.4.118,4865,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321702,1276321702,1276321703,normal
192.168.4.118,4866,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321704,1276321704,1276321704,normal
192.168.2.112,1134,192.168.5.122,110,6,8,369,15,752,40,46,56,6,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,369,15,752,4,10,0,0,328,616,0,1276321705,1276321705,1276321705,normal
192.168.4.118,4867,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321704,1276321704,1276321705,normal
192.168.4.118,4868,125.6.164.43,80,6,5,286,4,909,40,57,118,34,40,227,781,369,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,286,4,909,1,1,0,0,208,168,0,1276321708,1276321708,1276321709,normal
192.168.4.118,4869,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321708,1276321709,1276321709,normal
192.168.1.103,1901,192.168.1.101,139,6,11,1429,10,1254,40,129,304,88,40,125,327,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1254,8,8,0,0,448,408,0,1276321711,1276321711,1276321711,normal
192.168.1.103,1902,192.168.1.101,139,6,11,1429,10,1155,40,129,304,88,40,115,327,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1155,8,8,0,0,448,408,0,1276321711,1276321711,1276321711,normal
192.168.4.118,4871,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321711,1276321711,1276321711,normal
192.168.4.118,4872,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321712,1276321713,1276321713,normal
192.168.4.118,4873,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321713,1276321713,1276321713,normal
192.168.4.118,4874,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321714,1276321715,1276321715,normal
192.168.4.121,52066,65.54.81.165,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321700,1276321715,1276321703,normal
192.168.4.118,4875,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321715,1276321715,1276321715,normal
192.168.1.104,16463,192.168.5.122,143,6,16,881,32,3324,40,55,84,14,40,103,349,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,881,32,3324,12,26,0,0,648,1296,0,1276321717,1276321717,1276321717,normal
192.168.1.104,16464,192.168.5.122,143,6,14,875,27,4644,40,62,201,41,40,172,479,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,875,27,4644,10,22,0,0,568,1096,0,1276321717,1276321717,1276321717,normal
192.168.4.118,4876,125.6.164.43,80,6,5,284,4,907,40,56,116,33,40,226,779,368,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,284,4,907,1,1,0,0,208,168,0,1276321716,1276321716,1276321717,normal
192.168.4.118,4877,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321716,1276321717,1276321717,normal
192.168.4.118,4879,202.53.21.212,80,6,5,271,5,724,40,54,103,27,40,144,556,229,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,271,5,724,1,1,0,0,208,208,0,1276321718,1276321719,1276321719,normal
192.168.4.118,4880,125.6.164.43,80,6,5,281,4,558,40,56,113,31,40,139,430,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,281,4,558,1,1,0,0,208,168,0,1276321720,1276321720,1276321720,normal
192.168.4.118,4882,125.6.164.43,80,6,5,281,4,558,40,56,113,31,40,139,430,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,281,4,558,1,1,0,0,208,168,0,1276321722,1276321722,1276321722,normal
192.168.4.118,4883,125.6.164.41,80,6,22,924,36,46945,40,42,76,7,40,1304,1500,495,0,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,22,924,36,46945,1,4,0,0,888,1448,0,1276321722,1276321723,1276321724,normal
192.168.4.118,4884,125.6.164.43,80,6,5,281,4,558,40,56,113,31,40,139,430,193,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,281,4,558,1,1,0,0,208,168,0,1276321723,1276321724,1276321724,normal
192.168.4.118,4881,125.6.164.41,80,6,23,964,36,46945,40,41,76,7,40,1304,1500,495,2,0,2,0,2,0,2,0,4,4,4,4,0,0,0,0,0,23,964,36,46945,1,4,0,0,928,1448,0,1276321720,1276321724,1276321724,normal
192.168.4.118,4885,125.6.164.41,80,6,22,924,36,46945,40,42,76,7,40,1304,1500,495,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,22,924,36,46945,1,4,0,0,888,1448,0,1276321724,1276321725,1276321725,normal
192.168.4.118,4886,125.6.164.43,80,6,5,281,4,558,40,56,113,31,40,139,430,193,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,5,281,4,558,1,1,0,0,208,168,0,1276321725,1276321726,1276321726,normal
192.168.4.118,4889,125.6.164.43,80,6,5,288,4,558,40,57,120,35,40,139,430,193,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,288,4,558,1,1,0,0,208,168,0,1276321726,1276321727,1276321727,normal
192.168.4.118,4890,125.6.164.41,80,6,21,884,36,46945,40,42,76,7,40,1304,1500,495,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,21,884,36,46945,1,12,0,0,848,1448,0,1276321727,1276321728,1276321728,normal
192.168.4.118,4891,125.6.164.43,80,6,5,280,4,558,40,56,112,31,40,139,430,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,280,4,558,1,1,0,0,208,168,0,1276321728,1276321728,1276321728,normal
192.168.4.118,4888,125.6.164.41,80,6,23,964,36,46945,40,41,76,7,40,1304,1500,495,3,0,3,0,3,0,3,0,3,3,3,3,0,0,0,0,0,23,964,36,46945,1,12,0,0,928,1448,0,1276321726,1276321729,1276321729,normal
192.168.4.118,4892,125.6.164.41,80,6,22,924,36,46945,40,42,76,7,40,1304,1500,495,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,22,924,36,46945,1,12,0,0,888,1448,0,1276321728,1276321729,1276321729,normal
192.168.4.118,4893,125.6.164.43,80,6,5,281,4,558,40,56,113,31,40,139,430,193,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,5,281,4,558,1,1,0,0,208,168,0,1276321729,1276321729,1276321730,normal
192.168.4.121,52067,65.54.81.46,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321715,1276321730,1276321718,normal
192.168.4.118,4894,125.6.164.41,80,6,22,924,36,46945,40,42,76,7,40,1304,1500,495,0,0,1,0,1,0,1,0,2,2,2,2,0,0,0,0,0,22,924,36,46945,1,12,0,0,888,1448,0,1276321729,1276321730,1276321731,normal
192.168.4.118,4895,125.6.164.43,80,6,5,281,4,558,40,56,113,31,40,139,430,193,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,281,4,558,1,1,0,0,208,168,0,1276321730,1276321731,1276321731,normal
192.168.2.106,3411,192.168.2.113,139,6,11,1429,10,1335,40,129,304,88,40,133,327,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1335,8,8,0,0,448,408,0,1276321733,1276321733,1276321733,normal
192.168.2.106,3412,192.168.2.113,139,6,11,1429,10,1155,40,129,304,88,40,115,327,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1155,8,8,0,0,448,408,0,1276321733,1276321733,1276321733,normal
192.168.4.118,4896,125.6.164.41,80,6,28,1360,38,47025,40,48,76,10,40,1237,1500,556,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,28,1360,38,47025,1,17,0,0,1324,1528,0,1276321731,1276321733,1276321733,normal
192.168.2.108,1403,192.168.5.122,110,6,8,367,15,752,40,45,55,5,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,15,752,4,10,0,0,328,616,0,1276321741,1276321741,1276321741,normal
192.168.4.121,52068,65.54.81.46,80,6,6,848,5,378,40,141,636,242,40,75,206,73,3,3,12,5,3,3,12,5,15,15,15,15,0,0,0,0,0,6,848,5,378,1,1,0,0,252,212,0,1276321730,1276321745,1276321745,normal
192.168.1.104,16469,204.13.200.58,80,6,9,499,10,9578,40,55,171,43,40,957,1500,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,499,10,9578,1,1,0,0,368,408,0,1276321752,1276321752,1276321752,normal
192.168.4.121,52069,65.54.81.46,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321745,1276321760,1276321748,normal
192.168.2.110,1982,142.166.14.77,80,6,9,580,6,2259,40,64,121,35,40,376,1315,493,0,12,100,35,100,20,100,44,100,100,100,100,0,0,0,0,0,9,580,6,2259,3,3,0,0,368,248,0,1276321663,1276321763,1276321763,normal
192.168.2.110,1981,69.84.133.138,80,6,31,1576,45,56020,40,50,118,24,40,1244,1420,404,0,3,100,18,0,2,100,15,101,101,101,101,0,0,0,0,0,31,1576,45,56020,5,5,0,0,1248,1808,0,1276321662,1276321763,1276321763,normal
192.168.1.105,16858,192.168.1.101,139,6,11,1429,10,1119,40,129,304,88,40,111,327,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1429,10,1119,8,8,0,0,448,408,0,1276321772,1276321772,1276321772,normal
192.168.4.121,52070,65.54.81.121,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321760,1276321775,1276321763,normal
192.168.4.121,52071,65.54.81.44,80,6,6,848,4,338,40,141,636,242,40,84,206,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276321775,1276321790,1276321778,normal
192.168.2.109,4086,192.168.5.122,110,6,8,367,15,752,40,45,55,5,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,15,752,4,10,0,0,328,616,0,1276321790,1276321790,1276321790,normal
192.168.4.121,52072,65.54.81.165,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321790,1276321805,1276321793,normal
192.168.4.121,52074,192.168.5.122,143,6,22,1253,43,4208,40,56,87,16,40,97,349,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1253,43,4208,18,38,0,0,892,1744,0,1276321807,1276321807,1276321807,normal
192.168.4.121,52075,192.168.5.122,143,6,14,726,28,3506,40,51,73,10,40,125,353,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,726,28,3506,10,24,0,0,572,1144,0,1276321807,1276321807,1276321807,normal
192.168.4.121,52076,192.168.5.122,143,6,14,719,28,3506,40,51,73,9,40,125,353,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,719,28,3506,10,24,0,0,572,1144,0,1276321807,1276321807,1276321807,normal
192.168.4.121,52077,192.168.5.122,143,6,15,951,30,4988,40,63,212,42,40,166,506,151,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,15,951,30,4988,11,26,0,0,612,1224,0,1276321807,1276321808,1276321808,normal
192.168.4.121,52078,192.168.5.122,143,6,15,957,30,4778,40,63,212,42,40,159,492,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,957,30,4778,11,26,0,0,612,1224,0,1276321808,1276321808,1276321808,normal
192.168.4.121,52079,192.168.5.122,143,6,15,956,30,4670,40,63,212,42,40,155,548,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,956,30,4670,11,26,0,0,612,1224,0,1276321808,1276321808,1276321808,normal
192.168.2.110,1984,66.235.126.96,80,6,25,1110,41,56356,40,44,142,20,40,1374,1500,397,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,25,1110,41,56356,1,1,0,0,1008,1644,0,1276321810,1276321811,1276321811,normal
192.168.4.121,52073,65.54.81.121,80,6,6,848,4,339,40,141,636,242,40,84,207,81,3,3,12,5,3,1,3,1,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276321805,1276321820,1276321808,normal
192.168.2.112,1135,192.168.5.122,110,6,8,369,15,752,40,46,56,6,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,369,15,752,4,10,0,0,328,616,0,1276321825,1276321825,1276321825,normal
131.202.240.218,38268,192.168.5.122,80,6,5,384,5,1038,52,76,168,51,52,207,822,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,384,5,1038,1,1,0,0,268,268,0,1276321833,1276321833,1276321833,normal
