srcip,srcport,dstip,dstport,proto,total_fpackets,total_fvolume,total_bpackets,total_bvolume,min_fpktl,mean_fpktl,max_fpktl,std_fpktl,min_bpktl,mean_bpktl,max_bpktl,std_bpktl,min_fiat,mean_fiat,max_fiat,std_fiat,min_biat,mean_biat,max_biat,std_biat,duration,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,sflow_fpackets,sflow_fbytes,sflow_bpackets,sflow_bbytes,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,dscp,firstTime,flast,blast,class
192.168.4.121,51807,65.54.81.121,80,6,6,848,4,338,40,141,636,242,40,84,206,81,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,338,1,1,0,0,252,172,0,1276319000,1276319015,1276319004,normal
192.168.1.104,16297,174.35.52.82,80,6,10,638,11,8620,40,63,178,49,40,783,1500,709,0,0,4,1,2,0,5,1,7,7,7,7,0,0,0,0,0,10,638,11,8620,2,2,0,0,408,448,0,1276319010,1276319017,1276319017,normal
192.168.1.104,16298,174.35.52.82,80,6,7,450,6,1928,40,64,132,39,40,321,1402,544,0,1,5,2,2,1,5,2,7,7,7,7,0,0,0,0,0,7,450,6,1928,2,2,0,0,288,248,0,1276319010,1276319017,1276319017,normal
192.168.1.104,16303,204.13.200.58,80,6,9,475,10,9578,40,52,147,35,40,957,1500,709,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,9,475,10,9578,1,1,0,0,368,408,0,1276319018,1276319019,1276319019,normal
192.168.2.113,4752,192.168.5.122,80,6,32,2254,85,100918,40,70,228,46,40,1187,1500,490,0,1,44,7,44,0,44,4,49,49,49,49,0,0,0,0,0,32,2254,85,100918,11,20,0,0,1288,3416,0,1276318971,1276319020,1276319020,normal
192.168.2.110,1862,69.192.16.80,80,6,15,948,14,12242,40,63,152,39,40,874,1500,699,0,12,100,28,100,13,100,29,173,173,173,173,0,0,0,0,0,15,948,14,12242,4,4,0,0,608,568,0,1276318849,1276319022,1276319022,normal
192.168.2.110,1863,69.192.16.80,80,6,6,360,5,2735,40,60,152,45,40,547,1500,704,0,34,173,77,173,43,173,86,173,173,173,173,0,0,0,0,0,6,360,5,2735,1,1,0,0,248,208,0,1276318849,1276319022,1276319022,normal
192.168.2.110,1886,69.192.23.54,80,6,9,453,10,9594,40,50,125,28,40,959,1500,708,0,12,100,35,100,11,100,33,100,100,100,100,0,0,0,0,0,9,453,10,9594,1,1,0,0,368,408,0,1276318922,1276319022,1276319022,normal
192.168.4.121,51808,65.54.81.30,80,6,6,848,5,378,40,141,636,242,40,75,206,73,4,3,11,4,4,3,11,5,15,15,15,15,0,0,0,0,0,6,848,5,378,1,1,0,0,252,212,0,1276319015,1276319030,1276319030,normal
192.168.2.113,4755,64.90.206.135,80,6,30,1973,33,38098,40,65,149,39,40,1154,1500,536,0,0,8,1,5,0,8,1,23,23,23,23,0,0,0,0,0,30,1973,33,38098,9,8,0,0,1208,1328,0,1276319011,1276319034,1276319034,normal
192.168.2.113,4757,64.90.206.135,80,6,7,443,6,1716,40,63,123,37,40,286,1500,594,0,3,16,6,6,4,16,6,22,22,22,22,0,0,0,0,0,7,443,6,1716,2,1,0,0,288,248,0,1276319012,1276319034,1276319034,normal
192.168.2.112,1081,69.192.21.222,80,6,10,678,9,4763,40,67,146,43,40,529,1500,728,0,11,100,33,100,12,100,35,100,100,100,100,0,0,0,0,0,10,678,9,4763,3,3,0,0,408,368,0,1276318942,1276319042,1276319042,normal
192.168.2.112,1082,192.168.5.122,80,6,31,2037,87,102698,40,65,126,37,40,1180,1500,486,1,3,95,17,95,1,95,10,100,100,100,100,0,0,0,0,0,31,2037,87,102698,10,22,0,0,1248,3496,0,1276318943,1276319043,1276319043,normal
192.168.4.121,51809,65.54.81.30,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319030,1276319045,1276319034,normal
192.168.2.112,1079,97.74.104.201,80,6,136,5680,258,357163,40,41,140,11,40,1384,1420,202,0,0,100,8,0,0,100,6,104,104,104,104,0,0,0,0,0,136,5680,258,357163,3,6,0,0,5448,10328,0,1276318942,1276319046,1276319046,normal
192.168.2.112,1080,97.74.104.49,80,6,13,1615,8,3999,40,124,261,95,40,499,928,349,0,8,100,28,100,15,100,37,105,105,105,105,0,0,0,0,0,13,1615,8,3999,6,6,0,0,528,328,0,1276318942,1276319047,1276319047,normal
192.168.2.112,1084,69.192.21.13,80,6,22,1733,18,12916,40,78,135,39,40,717,1500,545,1,4,99,21,101,6,101,24,104,104,104,104,0,0,0,0,0,22,1733,18,12916,11,11,0,0,888,728,0,1276318944,1276319048,1276319048,normal
192.168.2.109,4069,72.21.211.161,80,6,15,987,16,16050,40,65,134,37,40,1003,1500,623,0,7,100,26,0,6,100,25,101,101,101,101,0,0,0,0,0,15,987,16,16050,5,9,0,0,608,648,0,1276318951,1276319052,1276319052,normal
192.168.2.109,4068,192.168.5.122,80,6,58,3927,167,203602,40,67,137,38,40,1219,1500,459,5,1,95,12,95,0,95,7,103,103,103,103,0,0,0,0,0,58,3927,167,203602,20,40,0,0,2328,6696,0,1276318951,1276319054,1276319054,normal
192.168.4.121,51810,65.54.81.218,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319045,1276319060,1276319049,normal
192.168.2.108,1367,192.168.5.122,80,6,59,3942,171,205138,40,66,130,37,40,1199,1500,482,5,1,96,12,96,0,96,7,102,102,102,102,0,0,0,0,0,59,3942,171,205138,20,48,0,0,2368,6856,0,1276318959,1276319061,1276319061,normal
192.168.2.112,1085,192.168.5.122,110,6,8,369,15,752,40,46,56,6,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,369,15,752,4,10,0,0,328,616,0,1276319064,1276319064,1276319064,normal
192.168.4.119,4588,168.143.162.100,80,6,22,958,36,48739,40,43,110,14,40,1353,1500,427,0,0,1,0,0,0,1,0,2,2,2,2,0,0,0,0,0,22,958,36,48739,1,1,0,0,888,1444,0,1276319063,1276319065,1276319065,normal
192.168.4.121,51804,192.168.5.122,80,6,19,1567,49,46294,40,82,194,46,40,944,1500,541,5,5,95,22,95,2,95,13,100,100,100,100,0,0,0,0,0,19,1567,49,46294,9,22,0,0,784,1984,0,1276318966,1276319066,1276319066,normal
192.168.2.108,1371,85.232.60.28,80,6,38,1882,61,77463,40,49,144,27,40,1269,1500,509,0,2,100,16,0,1,100,12,104,104,104,104,0,0,0,0,0,38,1882,61,77463,4,4,0,0,1528,2448,0,1276318967,1276319071,1276319071,normal
192.168.2.108,1370,69.192.24.88,80,6,376,16812,663,964241,40,44,122,15,40,1454,1500,207,0,0,100,5,100,0,100,3,109,109,109,109,0,0,0,0,0,376,16812,663,964241,30,92,0,0,15048,26528,0,1276318965,1276319074,1276319074,normal
192.168.56.1,51386,75.127.97.72,80,6,5,557,4,14696,40,111,353,135,52,3674,14532,7238,5,73,290,144,5,98,290,166,295,295,295,295,0,0,0,0,0,5,557,4,14696,1,0,0,0,256,216,0,1276318781,1276319076,1276319076,attack
192.168.4.121,51813,65.54.81.204,80,6,8,901,8,7165,40,112,609,200,40,895,1500,722,1,0,4,1,4,0,4,1,5,5,5,5,0,0,0,0,0,8,901,8,7165,1,1,0,0,332,332,0,1276319077,1276319082,1276319081,normal
192.168.56.1,53253,75.127.97.72,80,6,6,910,4,14696,40,151,353,156,52,3674,14532,7238,3,1,5,2,3,2,5,2,8,8,8,8,0,0,0,0,0,6,910,4,14696,2,0,0,0,308,216,0,1276319076,1276319084,1276319084,attack
192.168.56.1,53248,75.127.97.72,80,6,17,3589,7,1852,40,211,353,155,52,264,1500,544,2,2,12,3,1,5,12,4,33,33,33,33,0,0,0,0,0,17,3589,7,1852,9,0,0,0,880,404,0,1276319051,1276319084,1276319084,attack
192.168.56.1,53252,75.127.97.72,80,6,13,2779,5,1732,40,213,353,156,52,346,1500,644,2,1,6,1,1,3,6,2,13,13,13,13,0,0,0,0,0,13,2779,5,1732,7,0,0,0,672,284,0,1276319071,1276319084,1276319084,attack
192.168.56.1,53242,75.127.97.72,80,6,19,3994,8,1912,40,210,353,154,52,239,1500,509,2,3,22,5,1,8,22,7,58,58,58,58,0,0,0,0,0,19,3994,8,1912,10,0,0,0,984,464,0,1276319026,1276319084,1276319084,attack
192.168.56.1,53251,75.127.97.72,80,6,15,3184,6,1792,40,212,353,155,52,298,1500,588,5,1,6,1,1,3,6,2,18,18,18,18,0,0,0,0,0,15,3184,6,1792,8,0,0,0,776,344,0,1276319066,1276319084,1276319084,attack
192.168.56.1,53249,75.127.97.72,80,6,17,3589,7,1852,40,211,353,155,52,264,1500,544,1,1,12,3,1,4,12,4,28,28,28,28,0,0,0,0,0,17,3589,7,1852,9,0,0,0,880,404,0,1276319056,1276319084,1276319084,attack
192.168.56.1,53255,75.127.97.72,80,6,6,609,4,16144,40,101,353,123,52,4036,14532,7030,0,0,3,1,0,1,3,1,3,3,3,3,0,0,0,0,0,6,609,4,16144,1,0,0,0,308,216,0,1276319081,1276319084,1276319084,attack
192.168.56.1,53244,75.127.97.72,80,6,19,3994,7,1860,40,210,353,154,60,265,1500,544,0,2,22,5,1,8,22,8,53,53,53,53,0,0,0,0,0,19,3994,7,1860,10,0,0,0,984,412,0,1276319031,1276319084,1276319084,attack
192.168.56.1,53261,75.127.97.72,80,6,6,609,4,16144,40,101,353,123,52,4036,14532,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,609,4,16144,1,0,0,0,308,216,0,1276319086,1276319086,1276319086,attack
192.168.1.102,2411,192.168.5.122,54181,6,4,168,7,1764,40,42,48,4,40,252,774,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,168,7,1764,0,2,0,0,168,296,2,1276319086,1276319086,1276319086,normal
192.168.1.102,2412,192.168.5.122,17529,6,4,168,7,820,40,42,48,4,40,117,302,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,168,7,820,0,2,0,0,168,296,2,1276319087,1276319087,1276319087,normal
192.168.1.102,2413,192.168.5.122,64408,6,4,168,7,826,40,42,48,4,40,118,305,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,168,7,826,0,2,0,0,168,296,2,1276319087,1276319087,1276319087,normal
192.168.1.102,2414,192.168.5.122,53169,6,4,168,7,686,40,42,48,4,40,98,235,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,168,7,686,0,2,0,0,168,296,2,1276319087,1276319087,1276319087,normal
192.168.1.102,2410,192.168.5.122,21,6,45,3172,96,6110,40,70,106,24,40,63,92,13,0,0,3,0,0,0,3,0,4,4,4,4,0,0,0,0,0,45,3172,96,6110,38,88,0,0,1808,3856,0,1276319083,1276319087,1276319087,normal
192.168.56.1,53250,75.127.97.72,80,6,17,3589,6,1800,40,211,353,155,60,300,1500,587,0,1,12,3,1,5,12,4,27,27,27,27,0,0,0,0,0,17,3589,6,1800,9,0,0,0,880,352,0,1276319061,1276319088,1276319088,attack
192.168.56.1,53245,75.127.97.72,80,6,19,3994,7,1860,40,210,353,154,60,265,1500,544,0,2,22,5,1,8,22,8,53,53,53,53,0,0,0,0,0,19,3994,7,1860,10,0,0,0,984,412,0,1276319036,1276319089,1276319089,attack
192.168.56.1,53262,75.127.97.72,80,6,7,661,5,32124,40,94,353,114,52,6424,15980,8099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,661,5,32124,1,0,0,0,360,268,0,1276319091,1276319091,1276319091,attack
192.168.56.1,53256,75.127.97.72,80,6,6,886,5,480,52,147,618,230,52,96,264,93,5,2,5,2,5,2,5,2,10,10,10,10,0,0,0,0,0,6,886,5,480,1,1,0,0,320,268,0,1276319084,1276319094,1276319094,attack
192.168.56.1,53257,75.127.97.72,80,6,6,883,5,481,52,147,615,229,52,96,265,94,5,2,5,2,5,2,5,2,10,10,10,10,0,0,0,0,0,6,883,5,481,1,1,0,0,320,268,0,1276319084,1276319094,1276319094,attack
192.168.56.1,53258,75.127.97.72,80,6,6,880,5,480,52,146,612,227,52,96,264,93,5,2,5,2,5,2,5,2,10,10,10,10,0,0,0,0,0,6,880,5,480,1,1,0,0,320,268,0,1276319084,1276319094,1276319094,attack
192.168.56.1,53259,75.127.97.72,80,6,6,884,5,480,52,147,616,229,52,96,264,93,5,2,5,2,5,2,5,2,10,10,10,10,0,0,0,0,0,6,884,5,480,1,1,0,0,320,268,0,1276319084,1276319094,1276319094,attack
192.168.56.1,53260,75.127.97.72,80,6,8,1591,6,719,52,198,647,269,52,119,264,102,5,1,5,2,5,2,5,2,10,10,10,10,0,0,0,0,0,8,1591,6,719,2,2,0,0,424,320,0,1276319084,1276319094,1276319094,attack
192.168.56.1,53243,75.127.97.72,80,6,26,7178,16,7623,52,276,645,247,52,476,2948,819,5,2,22,4,5,4,22,6,66,66,66,66,0,0,0,0,0,26,7178,16,7623,12,3,0,0,1360,880,0,1276319028,1276319094,1276319094,attack
192.168.56.1,53246,75.127.97.72,80,6,19,3994,7,1860,40,210,353,154,60,265,1500,544,0,2,22,5,1,8,22,8,53,53,53,53,0,0,0,0,0,19,3994,7,1860,10,0,0,0,984,412,0,1276319041,1276319094,1276319094,attack
192.168.4.121,51811,65.54.81.165,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,7,31,13,4,1,4,2,35,35,35,35,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319060,1276319095,1276319064,normal
192.168.2.110,1889,216.49.88.12,80,6,6,359,4,409,40,59,151,44,40,102,281,119,0,20,100,44,0,33,100,57,101,101,101,101,0,0,0,0,0,6,359,4,409,1,1,0,0,248,168,0,1276318995,1276319096,1276319096,normal
192.168.2.110,1865,142.166.14.77,80,6,34,2520,21,12914,40,74,121,32,40,614,1315,471,0,7,100,22,100,12,100,28,245,245,245,245,0,0,0,0,0,34,2520,21,12914,18,18,0,0,1368,848,0,1276318851,1276319096,1276319096,normal
192.168.2.110,1859,69.84.133.138,80,6,208,9708,373,513326,40,46,143,23,40,1376,1420,200,0,1,100,10,0,0,100,7,249,249,249,249,0,0,0,0,0,208,9708,373,513326,15,15,0,0,8328,14928,0,1276318847,1276319096,1276319096,normal
192.168.1.102,2415,192.168.1.101,139,6,11,1427,10,1119,40,129,312,88,40,111,327,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1427,10,1119,8,8,0,0,448,408,0,1276319099,1276319099,1276319099,normal
192.168.56.1,53247,75.127.97.72,80,6,19,3994,7,1860,40,210,353,154,60,265,1500,544,0,2,22,5,1,8,22,8,53,53,53,53,0,0,0,0,0,19,3994,7,1860,10,0,0,0,984,412,0,1276319046,1276319099,1276319099,attack
192.168.2.108,1374,192.168.5.122,110,6,8,367,15,752,40,45,55,5,40,50,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,367,15,752,4,10,0,0,328,616,0,1276319100,1276319100,1276319100,normal
192.168.56.1,53264,75.127.97.72,80,6,6,609,5,30676,40,101,353,123,52,6135,14532,7687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,609,5,30676,1,0,0,0,308,268,0,1276319101,1276319101,1276319101,attack
192.168.4.121,51814,65.54.81.121,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319090,1276319105,1276319094,normal
192.168.56.1,53265,75.127.97.72,80,6,6,609,5,30676,40,101,353,123,52,6135,14532,7687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,609,5,30676,1,0,0,0,308,268,0,1276319106,1276319106,1276319106,attack
192.168.1.104,16271,216.109.86.150,80,6,164,7539,307,402244,40,45,170,23,40,1310,1420,345,0,1,100,10,100,0,100,8,209,209,209,209,0,0,0,0,0,164,7539,307,402244,10,10,0,0,6568,12284,0,1276318900,1276319109,1276319109,normal
192.168.1.104,16278,216.109.86.150,80,6,77,3507,141,182506,40,45,140,21,40,1294,1420,369,0,2,100,16,100,1,100,11,201,201,201,201,0,0,0,0,0,77,3507,141,182506,5,5,0,0,3088,5644,0,1276318908,1276319109,1276319109,normal
192.168.56.1,53266,75.127.97.72,80,6,7,661,5,32124,40,94,353,114,52,6424,15980,8099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,661,5,32124,1,0,0,0,360,268,0,1276319111,1276319111,1276319111,attack
192.168.2.113,4756,69.192.28.20,80,6,6,341,4,1015,40,56,133,37,40,253,887,422,0,20,100,44,100,33,100,57,101,101,101,101,0,0,0,0,0,6,341,4,1015,1,1,0,0,248,168,0,1276319011,1276319112,1276319112,normal
192.168.56.1,53267,75.127.97.72,80,6,7,661,5,32124,40,94,353,114,52,6424,15980,8099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,661,5,32124,1,0,0,0,360,268,0,1276319116,1276319116,1276319116,attack
192.168.2.113,4759,216.185.43.230,80,6,9,468,10,9689,40,52,140,33,40,968,1500,701,0,12,100,35,0,11,100,33,101,101,101,101,0,0,0,0,0,9,468,10,9689,1,1,0,0,368,408,0,1276319017,1276319118,1276319118,normal
192.168.2.113,4758,216.185.43.230,80,6,16,740,23,29760,40,46,132,22,40,1293,1500,501,0,6,100,25,0,4,100,21,101,101,101,101,0,0,0,0,0,16,740,23,29760,1,1,0,0,648,928,0,1276319017,1276319118,1276319118,normal
192.168.2.113,4760,216.185.43.230,80,6,11,531,14,15219,40,48,123,24,40,1087,1500,677,0,10,100,31,0,7,100,27,100,100,100,100,0,0,0,0,0,11,531,14,15219,1,1,0,0,448,568,0,1276319019,1276319119,1276319119,normal
192.168.2.113,4761,72.21.207.100,80,6,6,348,5,705,40,58,140,40,40,141,537,221,0,20,100,44,0,25,100,50,100,100,100,100,0,0,0,0,0,6,348,5,705,1,1,0,0,248,208,0,1276319019,1276319119,1276319119,normal
192.168.2.113,4763,192.168.5.122,80,6,20,1625,49,46174,40,81,228,51,40,942,1500,542,1,5,95,21,95,2,95,13,100,100,100,100,0,0,0,0,0,20,1625,49,46174,9,20,0,0,808,1976,0,1276319020,1276319120,1276319120,normal
192.168.56.1,53268,75.127.97.72,80,6,6,609,4,16144,40,101,353,123,52,4036,14532,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,609,4,16144,1,0,0,0,308,216,0,1276319121,1276319121,1276319121,attack
192.168.4.121,51815,65.54.81.78,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,4,16,6,4,1,4,2,20,20,20,20,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319105,1276319125,1276319109,normal
192.168.4.121,51812,65.55.15.241,80,6,5,813,2,1130,40,162,641,267,44,565,1086,736,63,15,63,31,0,0,0,0,63,63,63,63,0,0,0,0,0,5,813,2,1130,1,1,0,0,212,84,0,1276319062,1276319125,1276319062,normal
192.168.56.1,53269,75.127.97.72,80,6,6,609,4,16144,40,101,353,123,52,4036,14532,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,609,4,16144,1,0,0,0,308,216,0,1276319126,1276319126,1276319126,attack
192.168.56.1,53270,75.127.97.72,80,6,6,621,4,16144,52,103,353,122,52,4036,14532,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,621,4,16144,1,0,0,0,320,216,0,1276319131,1276319131,1276319131,attack
192.168.2.113,4764,64.90.206.200,443,6,15,988,21,20867,40,65,222,55,40,993,1500,674,15,7,85,22,0,0,15,3,101,101,101,101,0,0,0,0,0,15,988,21,20867,3,4,0,0,608,848,0,1276319031,1276319132,1276319047,normal
131.202.240.218,40844,192.168.5.122,80,6,5,384,5,1038,52,76,168,51,52,207,822,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,384,5,1038,1,1,0,0,268,268,0,1276319132,1276319132,1276319132,normal
192.168.4.121,51816,65.54.81.165,80,6,6,848,4,339,40,141,636,242,40,84,207,81,4,3,11,4,4,1,4,2,15,15,15,15,0,0,0,0,0,6,848,4,339,1,1,0,0,252,172,0,1276319120,1276319135,1276319124,normal
192.168.56.1,51139,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,112,25,1,12,112,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51140,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,112,25,1,12,112,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51141,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51142,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,115,25,1,12,115,25,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319080,attack
192.168.56.1,51143,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51144,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51145,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51146,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51147,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51148,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319079,attack
192.168.56.1,51149,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,25,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319080,attack
192.168.56.1,51150,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319081,attack
192.168.56.1,51151,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,115,25,1,12,115,25,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319081,attack
192.168.56.1,51152,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319083,attack
192.168.56.1,51153,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319082,attack
192.168.56.1,51154,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319082,attack
192.168.56.1,51155,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319082,attack
192.168.56.1,51156,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319083,attack
192.168.56.1,51157,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319083,attack
192.168.56.1,51158,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319083,attack
192.168.56.1,51159,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319083,attack
192.168.56.1,51160,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319083,attack
192.168.56.1,51161,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,115,25,1,12,115,25,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319084,attack
192.168.56.1,51162,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,115,25,1,12,115,25,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319084,attack
192.168.56.1,51163,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319083,attack
192.168.56.1,51164,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,359,359,359,359,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318776,1276319135,1276319084,attack
192.168.56.1,51165,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,358,358,358,358,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318777,1276319135,1276319084,attack
192.168.56.1,51166,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,358,358,358,358,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318777,1276319135,1276319084,attack
192.168.56.1,51167,75.127.97.72,80,6,29,4766,26,3664,52,164,1500,375,52,140,628,211,1,12,113,24,1,12,113,24,358,358,358,358,0,0,0,0,0,29,4766,26,3664,1,2,0,0,1516,1360,0,1276318777,1276319135,1276319084,attack
